Identificador de URL,Nombre,Categorías,Nombre de propiedad 1,Valor de propiedad 1,Nombre de propiedad 2,Valor de propiedad 2,Nombre de propiedad 3,Valor de propiedad 3,Precio sin descuento,Precio promocional por tiempo limitado y en 6 cuotas sin interes,Precio promocional con medio de pago transferencia
escalera-ambar,Escalera Ambar,Decoración del Hogar,,,,,,,"78.300,00",66555,43065
80-off-en-la-segunda-banqueta,80% off en la segunda banqueta,"Sillones y sillas > Sillas y Banquetas, Flash Sale",,,,,,,"390.630,00","332035,5","214846,5"
dos-banquetas-olivia-una-mesa-ana,Dos Banquetas Olivia+ Una mesa Ana,"Sillones y sillas, Flash Sale",,,,,,,"580.800,00",493680,319440
isadora-nido,Isadora + Nido,"Mesas > Ratonas, Camastros, Flash Sale",,,,,,,"1.220.000,00",1037000,671000
zapatero-perchero,Zapatero + Perchero,"Decoración del Hogar, Flash Sale",,,,,,,"95.040,00",80784,52272
gervasoni-con-juego-de-mesas-nido,Gervasoni con Juego de mesas NIDO,,Color,Negro,,,,,"1.187.300,00",1009205,653015
gervasoni-con-juego-de-mesas-nido,,,Color,Blanco,,,,,"1.187.300,00",1009205,653015
gervasoni-con-juego-de-mesas-nido,,,Color,Verde,,,,,"1.305.600,00",1109760,718080
camastro-leonor-con-mesa-brisa,Camastro Leonor con Mesa Brisa,"Sillones y sillas, Mesas, Flash Sale",Color,Negro,Tamaño,150 cm con mesa 100x50,,,"980.000,00",833000,539000
camastro-leonor-con-mesa-brisa,,,Color,Negro,Tamaño,180 cm con mesa 100x50,,,"1.029.600,00",875160,566280
camastro-leonor-con-mesa-brisa,,,Color,Blanco,Tamaño,150 cm con mesa 100x50,,,"980.000,00",833000,539000
camastro-leonor-con-mesa-brisa,,,Color,Blanco,Tamaño,180 cm con mesa 100x50,,,"1.029.600,00",875160,566280
camastro-leonor-con-mesa-brisa,,,Color,Verde,Tamaño,150 cm con mesa 100x50,,,"1.078.000,00",916300,592900
camastro-leonor-con-mesa-brisa,,,Color,Verde,Tamaño,180 cm con mesa 100x50,,,"1.132.560,00",962676,622908
camastro-leonor-con-mesa-brisa,,,Color,Oxido,Tamaño,150 cm con mesa 100x50,,,"980.000,00",833000,539000
camastro-leonor-con-mesa-brisa,,,Color,Oxido,Tamaño,180 cm con mesa 100x50,,,"1.029.600,00",875160,566280
juego-mesa-y-sillas-bali,Juego Mesa y Sillas Bali,"Sillones y sillas > Sillas y Banquetas, Mesas > Comedor / Galería",Tamaño de Mesa,160 cm,,,,,"1.669.000,00",1418650,917950
juego-mesa-y-sillas-bali,,,Tamaño de Mesa,180 cm,,,,,"1.790.800,00",1522180,984940
mesa-bali,Mesa bali,Mesas > Comedor / Galería,Tamaño,160 cm,,,,,"609.000,00",517650,334950
mesa-bali,,,Tamaño,180 cm,,,,,"730.800,00",621180,401940
set-sillon-bali,Set Sillon Bali,Sillones y sillas > Sillas y Banquetas,,,,,,,"578.000,00",491300,317900
set-sillas-bali,Set sillas Bali,Sillones y sillas > Sillas y Banquetas,,,,,,,"1.060.000,00",901000,583000
zapatero-cata,Zapatero Cata,Flash Sale,Color,Negro,,,,,"56.700,00",48195,31185
perchero-cata-5-agarres,Perchero cata 5 agarres,,Color,Negro,,,,,"38.500,00",32725,21175
fogonero-con-media-parrilla,Fogonero con media parrilla,"Fogoneros, Flash Sale",Tamaño,60 cm de diametro,Modelo,Perickle,Color,Negro,"454.000,00",385900,249700
fogonero-con-media-parrilla,,,Tamaño,60 cm de diametro,Modelo,Perickle,Color,Oxido,"454.000,00",385900,249700
fogonero-con-media-parrilla,,,Tamaño,60 cm de diametro,Modelo,Efesto,Color,Negro,"379.000,00",322150,208450
fogonero-con-media-parrilla,,,Tamaño,60 cm de diametro,Modelo,Efesto,Color,Oxido,"379.000,00",322150,208450
fogonero-con-media-parrilla,,,Tamaño,80 cm de diametro,Modelo,Perickle,Color,Negro,"620.400,00",527340,341220
fogonero-con-media-parrilla,,,Tamaño,80 cm de diametro,Modelo,Perickle,Color,Oxido,"620.400,00",527340,341220
fogonero-con-media-parrilla,,,Tamaño,80 cm de diametro,Modelo,Efesto,Color,Negro,"580.300,00",493255,319165
fogonero-con-media-parrilla,,,Tamaño,80 cm de diametro,Modelo,Efesto,Color,Oxido,"580.300,00",493255,319165
fogonero-con-media-parrilla,,,Tamaño,100 cm de diametro,Modelo,Perickle,Color,Negro,"837.000,00",711450,460350
fogonero-con-media-parrilla,,,Tamaño,100 cm de diametro,Modelo,Perickle,Color,Oxido,"837.000,00",711450,460350
fogonero-con-media-parrilla,,,Tamaño,100 cm de diametro,Modelo,Efesto,Color,Negro,"820.550,00","697467,5","451302,5"
fogonero-con-media-parrilla,,,Tamaño,100 cm de diametro,Modelo,Efesto,Color,Oxido,"820.550,00","697467,5","451302,5"
soporte-lateral-especial-de-pared-a-pared,Soporte lateral (especial de pared a pared),Barrales y Accesorios > Accesorios,,,,,,,"29.000,00",24650,15950
estantes-cuadrados-modulares-de-chapa-plegada,Estantes Cuadrados Modulares de Chapa Plegada,Decoración del Hogar,Color,Blanco,,,,,"330.000,00",280500,181500
estantes-cuadrados-modulares-de-chapa-plegada,,,Color,Negro,,,,,"330.000,00",280500,181500
kit-barral-doble-completo,Kit Barral Doble Completo,Barrales y Accesorios > Barrales completos,Color,Blanco,Tamaño,100cm,Terminal,Esfera,"138.972,00","118126,2","76434,6"
kit-barral-doble-completo,,,Color,Blanco,Tamaño,100cm,Terminal,Cilindro,"118.530,00","100750,5","65191,5"
kit-barral-doble-completo,,,Color,Blanco,Tamaño,150cm,Terminal,Esfera,"151.700,00",128945,83435
kit-barral-doble-completo,,,Color,Blanco,Tamaño,150cm,Terminal,Cilindro,"121.000,00",102850,66550
kit-barral-doble-completo,,,Color,Blanco,Tamaño,200cm,Terminal,Esfera,"144.012,00","122410,2","79206,6"
kit-barral-doble-completo,,,Color,Blanco,Tamaño,200cm,Terminal,Cilindro,"132.050,00","112242,5","72627,5"
kit-barral-doble-completo,,,Color,Blanco,Tamaño,250cm,Terminal,Esfera,"198.150,00","168427,5","108982,5"
kit-barral-doble-completo,,,Color,Blanco,Tamaño,250cm,Terminal,Cilindro,"177.700,00",151045,97735
kit-barral-doble-completo,,,Color,Blanco,Tamaño,300cm,Terminal,Esfera,"210.850,00","179222,5","115967,5"
kit-barral-doble-completo,,,Color,Blanco,Tamaño,300cm,Terminal,Cilindro,"190.450,00","161882,5","104747,5"
kit-barral-doble-completo,,,Color,Blanco,Tamaño,350cm,Terminal,Esfera,"223.600,00",190060,122980
kit-barral-doble-completo,,,Color,Blanco,Tamaño,350cm,Terminal,Cilindro,"203.150,00","172677,5","111732,5"
kit-barral-doble-completo,,,Color,Blanco,Tamaño,400cm,Terminal,Esfera,"236.300,00",200855,129965
kit-barral-doble-completo,,,Color,Blanco,Tamaño,400cm,Terminal,Cilindro,"215.860,00",183481,118723
kit-barral-doble-completo,,,Color,Blanco,Tamaño,450cm,Terminal,Esfera,"250.000,00",212500,137500
kit-barral-doble-completo,,,Color,Blanco,Tamaño,450cm,Terminal,Cilindro,"228.500,00",194225,125675
kit-barral-doble-completo,,,Color,Blanco,Tamaño,500cm,Terminal,Esfera,"282.300,00",239955,155265
kit-barral-doble-completo,,,Color,Blanco,Tamaño,500cm,Terminal,Cilindro,"262.300,00",222955,144265
kit-barral-doble-completo,,,Color,Blanco,Tamaño,550cm,Terminal,Esfera,"295.450,00","251132,5","162497,5"
kit-barral-doble-completo,,,Color,Blanco,Tamaño,550cm,Terminal,Cilindro,"275.010,00","233758,5","151255,5"
kit-barral-doble-completo,,,Color,Negro,Tamaño,100cm,Terminal,Esfera,"138.972,00","118126,2","76434,6"
kit-barral-doble-completo,,,Color,Negro,Tamaño,100cm,Terminal,Cilindro,"118.530,00","100750,5","65191,5"
kit-barral-doble-completo,,,Color,Negro,Tamaño,150cm,Terminal,Esfera,"151.700,00",128945,83435
kit-barral-doble-completo,,,Color,Negro,Tamaño,150cm,Terminal,Cilindro,"121.000,00",102850,66550
kit-barral-doble-completo,,,Color,Negro,Tamaño,200cm,Terminal,Esfera,"144.012,00","122410,2","79206,6"
kit-barral-doble-completo,,,Color,Negro,Tamaño,200cm,Terminal,Cilindro,"132.050,00","112242,5","72627,5"
kit-barral-doble-completo,,,Color,Negro,Tamaño,250cm,Terminal,Esfera,"198.150,00","168427,5","108982,5"
kit-barral-doble-completo,,,Color,Negro,Tamaño,250cm,Terminal,Cilindro,"177.700,00",151045,97735
kit-barral-doble-completo,,,Color,Negro,Tamaño,300cm,Terminal,Esfera,"210.850,00","179222,5","115967,5"
kit-barral-doble-completo,,,Color,Negro,Tamaño,300cm,Terminal,Cilindro,"190.450,00","161882,5","104747,5"
kit-barral-doble-completo,,,Color,Negro,Tamaño,350cm,Terminal,Esfera,"223.600,00",190060,122980
kit-barral-doble-completo,,,Color,Negro,Tamaño,350cm,Terminal,Cilindro,"203.150,00","172677,5","111732,5"
kit-barral-doble-completo,,,Color,Negro,Tamaño,400cm,Terminal,Esfera,"236.300,00",200855,129965
kit-barral-doble-completo,,,Color,Negro,Tamaño,400cm,Terminal,Cilindro,"179.886,00","152903,1","98937,3"
kit-barral-doble-completo,,,Color,Negro,Tamaño,450cm,Terminal,Esfera,"250.000,00",212500,137500
kit-barral-doble-completo,,,Color,Negro,Tamaño,450cm,Terminal,Cilindro,"228.500,00",194225,125675
kit-barral-doble-completo,,,Color,Negro,Tamaño,500cm,Terminal,Esfera,"262.300,00",222955,144265
kit-barral-doble-completo,,,Color,Negro,Tamaño,500cm,Terminal,Cilindro,"262.300,00",222955,144265
kit-barral-doble-completo,,,Color,Negro,Tamaño,550cm,Terminal,Esfera,"295.450,00","251132,5","162497,5"
kit-barral-doble-completo,,,Color,Negro,Tamaño,550cm,Terminal,Cilindro,"275.010,00","233758,5","151255,5"
kit-barral-simple-completo,Kit Barral Simple Completo,"Barrales y Accesorios > Barrales completos, Barrales y Accesorios > Accesorios, Decoración del Hogar",Color,Blanco,Tamaño,100cm,Terminal,Esfera,"69758,4","59294,64","38367,12"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,100cm,Terminal,Cilindro,"59535,6","50605,26","32744,58"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,150cm,Terminal,Esfera,76128,"64708,8","41870,4"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,150cm,Terminal,Cilindro,"65906,4","56020,44","36248,52"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,200cm,Terminal,Esfera,82500,70125,45375
kit-barral-simple-completo,,,Color,Blanco,Tamaño,200cm,Terminal,Cilindro,"72278,4","61436,64","39753,12"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,250cm,Terminal,Esfera,"99481,2","84559,02","54714,66"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,250cm,Terminal,Cilindro,"89259,6","75870,66","49092,78"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,300cm,Terminal,Esfera,"105841,2","89965,02","58212,66"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,300cm,Terminal,Cilindro,"95619,6","81276,66","52590,78"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,350cm,Terminal,Esfera,"112203,6","95373,06","61711,98"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,350cm,Terminal,Cilindro,101982,"86684,7","56090,1"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,400cm,Terminal,Esfera,"118562,4","100778,04","65209,32"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,400cm,Terminal,Cilindro,"108339,6","92088,66","59586,78"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,450cm,Terminal,Esfera,"124930,8","106191,18","68711,94"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,450cm,Terminal,Cilindro,"114709,2","97502,82","63090,06"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,500cm,Terminal,Esfera,"141913,2","120626,22","78052,26"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,500cm,Terminal,Cilindro,"131690,4","111936,84","72429,72"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,550cm,Terminal,Esfera,"148273,2","126032,22","81550,26"
kit-barral-simple-completo,,,Color,Blanco,Tamaño,550cm,Terminal,Cilindro,"138050,4","117342,84","75927,72"
kit-barral-simple-completo,,,Color,Negro,Tamaño,100cm,Terminal,Esfera,"69758,4","59294,64","38367,12"
kit-barral-simple-completo,,,Color,Negro,Tamaño,100cm,Terminal,Cilindro,"59535,6","50605,26","32744,58"
kit-barral-simple-completo,,,Color,Negro,Tamaño,150cm,Terminal,Esfera,76128,"64708,8","41870,4"
kit-barral-simple-completo,,,Color,Negro,Tamaño,150cm,Terminal,Cilindro,"65906,4","56020,44","36248,52"
kit-barral-simple-completo,,,Color,Negro,Tamaño,200cm,Terminal,Esfera,82500,70125,45375
kit-barral-simple-completo,,,Color,Negro,Tamaño,200cm,Terminal,Cilindro,"72277,2","61435,62","39752,46"
kit-barral-simple-completo,,,Color,Negro,Tamaño,250cm,Terminal,Esfera,"99481,2","84559,02","54714,66"
kit-barral-simple-completo,,,Color,Negro,Tamaño,250cm,Terminal,Cilindro,"89263,2","75873,72","49094,76"
kit-barral-simple-completo,,,Color,Negro,Tamaño,300cm,Terminal,Esfera,"105841,2","89965,02","58212,66"
kit-barral-simple-completo,,,Color,Negro,Tamaño,300cm,Terminal,Cilindro,"95619,6","81276,66","52590,78"
kit-barral-simple-completo,,,Color,Negro,Tamaño,350cm,Terminal,Esfera,"112203,6","95373,06","61711,98"
kit-barral-simple-completo,,,Color,Negro,Tamaño,350cm,Terminal,Cilindro,101982,"86684,7","56090,1"
kit-barral-simple-completo,,,Color,Negro,Tamaño,400cm,Terminal,Esfera,"118562,4","100778,04","65209,32"
kit-barral-simple-completo,,,Color,Negro,Tamaño,400cm,Terminal,Cilindro,"108339,6","92088,66","59586,78"
kit-barral-simple-completo,,,Color,Negro,Tamaño,450cm,Terminal,Esfera,"124930,8","106191,18","68711,94"
kit-barral-simple-completo,,,Color,Negro,Tamaño,450cm,Terminal,Cilindro,"114709,2","97502,82","63090,06"
kit-barral-simple-completo,,,Color,Negro,Tamaño,500cm,Terminal,Esfera,"23113,2","19646,22","12712,26"
kit-barral-simple-completo,,,Color,Negro,Tamaño,500cm,Terminal,Cilindro,"131691,6","111937,86","72430,38"
kit-barral-simple-completo,,,Color,Negro,Tamaño,550cm,Terminal,Esfera,"148273,2","126032,22","81550,26"
kit-barral-simple-completo,,,Color,Negro,Tamaño,550cm,Terminal,Cilindro,"138050,4","117342,84","75927,72"
estaca-asador,Estaca asador,Fogoneros,Tamaño,80 cm,,,,,96162,"81737,7","52889,1"
estaca-asador,,,Tamaño,1 mts,,,,,"105777,6","89910,96","58177,68"
estaca-asador,,,Tamaño,"1,10 mts",,,,,"116355,6","98902,26","63995,58"
media-parrilla,Media Parrilla,Fogoneros,Tamaño,50cm,,,,,174240,148104,95832
media-parrilla,,,Tamaño,60cm,,,,,"207760,8","176596,68","114268,44"
media-parrilla,,,Tamaño,80cm,,,,,"268366,8","228111,78","147601,74"
media-parrilla,,,Tamaño,100cm,,,,,"341390,4","290181,84","187764,72"
banqueta-olivia,Banqueta Olivia,"Sillones y sillas > Sillas y Banquetas, Decoración del Hogar",Color Hierro,Blanco,Color de Tapicería,Gris Micro Chenille,,,360582,"306494,7","198320,1"
banqueta-olivia,,,Color Hierro,Blanco,Color de Tapicería,Natural Micro Chenille,,,360582,"306494,7","198320,1"
banqueta-olivia,,,Color Hierro,Blanco,Color de Tapicería,Negro Micro chenille,,,360582,"306494,7","198320,1"
banqueta-olivia,,,Color Hierro,Blanco,Color de Tapicería,Gris Lino antimanchas,,,360582,"306494,7","198320,1"
banqueta-olivia,,,Color Hierro,Blanco,Color de Tapicería,Natural anti manchas,,,360582,"306494,7","198320,1"
banqueta-olivia,,,Color Hierro,Blanco,Color de Tapicería,Negro anti manchas,,,360582,"306494,7","198320,1"
banqueta-olivia,,,Color Hierro,Negro,Color de Tapicería,Gris Micro Chenille,,,360582,"306494,7","198320,1"
banqueta-olivia,,,Color Hierro,Negro,Color de Tapicería,Natural Micro Chenille,,,360582,"306494,7","198320,1"
banqueta-olivia,,,Color Hierro,Negro,Color de Tapicería,Negro Micro chenille,,,360582,"306494,7","198320,1"
banqueta-olivia,,,Color Hierro,Negro,Color de Tapicería,Gris Lino antimanchas,,,360582,"306494,7","198320,1"
banqueta-olivia,,,Color Hierro,Negro,Color de Tapicería,Natural anti manchas,,,360582,"306494,7","198320,1"
banqueta-olivia,,,Color Hierro,Negro,Color de Tapicería,Negro anti manchas,,,360582,"306494,7","198320,1"
banqueta-olivia,,,Color Hierro,Verde,Color de Tapicería,Gris Micro Chenille,,,"396639,6","337143,66","218151,78"
banqueta-olivia,,,Color Hierro,Verde,Color de Tapicería,Natural Micro Chenille,,,"396639,6","337143,66","218151,78"
banqueta-olivia,,,Color Hierro,Verde,Color de Tapicería,Negro Micro chenille,,,"396639,6","337143,66","218151,78"
banqueta-olivia,,,Color Hierro,Verde,Color de Tapicería,Gris Lino antimanchas,,,"396639,6","337143,66","218151,78"
banqueta-olivia,,,Color Hierro,Verde,Color de Tapicería,Natural anti manchas,,,"396639,6","337143,66","218151,78"
banqueta-olivia,,,Color Hierro,Verde,Color de Tapicería,Negro anti manchas,,,"396639,6","337143,66","218151,78"
dos-reposeras,Dos reposeras,Camastros,Color,Negro,Color de Tapicería,Blanco,,,1320000,1122000,726000
dos-reposeras,,,Color,Negro,Color de Tapicería,Gris,,,1320000,1122000,726000
dos-reposeras,,,Color,Negro,Color de Tapicería,Natural,,,1320000,1122000,726000
dos-reposeras,,,Color,Negro,Color de Tapicería,Sin tapiceria,,,1170180,994653,643599
dos-reposeras,,,Color,Blanco,Color de Tapicería,Blanco,,,1320000,1122000,726000
dos-reposeras,,,Color,Blanco,Color de Tapicería,Gris,,,1320000,1122000,726000
dos-reposeras,,,Color,Blanco,Color de Tapicería,Natural,,,1320000,1122000,726000
dos-reposeras,,,Color,Blanco,Color de Tapicería,Sin tapiceria,,,"1170309,6","994763,16","643670,28"
dos-reposeras,,,Color,Verde,Color de Tapicería,Blanco,,,1452000,1234200,798600
dos-reposeras,,,Color,Verde,Color de Tapicería,Gris,,,1452000,1234200,798600
dos-reposeras,,,Color,Verde,Color de Tapicería,Natural,,,1452000,1234200,798600
dos-reposeras,,,Color,Verde,Color de Tapicería,Sin tapiceria,,,1287264,"1094174,4","707995,2"
funda-para-muebles,Funda Para muebles,Tapicería,Medida,70 x 70 x 80,Color de Tapicería,natural,,,1320000,1122000,726000
funda-para-muebles,,,Medida,70 x 70 x 80,Color de Tapicería,gris,,,1320000,1122000,726000
funda-para-muebles,,,Medida,70 x 70 x 80,Color de Tapicería,blanco,,,1320000,1122000,726000
funda-para-muebles,,,Medida,150 x 70 x 80,Color de Tapicería,natural,,,2112000,1795200,1161600
funda-para-muebles,,,Medida,150 x 70 x 80,Color de Tapicería,gris,,,2112000,1795200,1161600
funda-para-muebles,,,Medida,150 x 70 x 80,Color de Tapicería,blanco,,,2112000,1795200,1161600
funda-para-muebles,,,Medida,180 x 70 x 80,Color de Tapicería,natural,,,2508000,2131800,1379400
funda-para-muebles,,,Medida,180 x 70 x 80,Color de Tapicería,gris,,,2508000,2131800,1379400
funda-para-muebles,,,Medida,180 x 70 x 80,Color de Tapicería,blanco,,,2508000,2131800,1379400
funda-para-muebles,,,Medida,100 x 50 x 40,Color de Tapicería,natural,,,1320000,1122000,726000
funda-para-muebles,,,Medida,100 x 50 x 40,Color de Tapicería,gris,,,1320000,1122000,726000
funda-para-muebles,,,Medida,100 x 50 x 40,Color de Tapicería,blanco,,,1320000,1122000,726000
mesa-dana,Mesa Dana,Mesas > Ratonas,Tamaño,50 x 50,Color,Blanco,,,201750,"171487,5","110962,5"
mesa-dana,,,Tamaño,50 x 50,Color,Negro,,,201750,"171487,5","110962,5"
mesa-dana,,,Tamaño,50 x 50,Color,Oxido,,,201750,"171487,5","110962,5"
mesa-dana,,,Tamaño,50 x 50,Color,Verde,,,201750,"171487,5","110962,5"
camastro-isadora,Camastro Isadora,Camastros,Color,Blanco,Tamaño,70 x 70,Color de Tapicería,Blanco,"399424,8","339511,08","219683,64"
camastro-isadora,,,Color,Blanco,Tamaño,70 x 70,Color de Tapicería,Natural,"399424,8","339511,08","219683,64"
camastro-isadora,,,Color,Blanco,Tamaño,70 x 70,Color de Tapicería,Gris,"399424,8","339511,08","219683,64"
camastro-isadora,,,Color,Blanco,Tamaño,70 x 70,Color de Tapicería,Sin Tapicería,"266500,8","226525,68","146575,44"
camastro-isadora,,,Color,Blanco,Tamaño,150 x 70,Color de Tapicería,Blanco,"708549,6","602267,16","389702,28"
camastro-isadora,,,Color,Blanco,Tamaño,150 x 70,Color de Tapicería,Natural,"708549,6","602267,16","389702,28"
camastro-isadora,,,Color,Blanco,Tamaño,150 x 70,Color de Tapicería,Gris,"708549,6","602267,16","389702,28"
camastro-isadora,,,Color,Blanco,Tamaño,150 x 70,Color de Tapicería,Sin Tapicería,"426559,2","362575,32","234607,56"
camastro-isadora,,,Color,Blanco,Tamaño,180 x 70,Color de Tapicería,Blanco,863940,734349,475167
camastro-isadora,,,Color,Blanco,Tamaño,180 x 70,Color de Tapicería,Natural,863940,734349,475167
camastro-isadora,,,Color,Blanco,Tamaño,180 x 70,Color de Tapicería,Gris,863940,734349,475167
camastro-isadora,,,Color,Blanco,Tamaño,180 x 70,Color de Tapicería,Sin Tapicería,527106,"448040,1","289908,3"
camastro-isadora,,,Color,Negro,Tamaño,70 x 70,Color de Tapicería,Blanco,"439366,8","373461,78","241651,74"
camastro-isadora,,,Color,Negro,Tamaño,70 x 70,Color de Tapicería,Natural,"439366,8","373461,78","241651,74"
camastro-isadora,,,Color,Negro,Tamaño,70 x 70,Color de Tapicería,Gris,"439366,8","373461,78","241651,74"
camastro-isadora,,,Color,Negro,Tamaño,70 x 70,Color de Tapicería,Sin Tapicería,"293150,4","249177,84","161232,72"
camastro-isadora,,,Color,Negro,Tamaño,150 x 70,Color de Tapicería,Blanco,"779403,6","662493,06","428671,98"
camastro-isadora,,,Color,Negro,Tamaño,150 x 70,Color de Tapicería,Natural,"779403,6","662493,06","428671,98"
camastro-isadora,,,Color,Negro,Tamaño,150 x 70,Color de Tapicería,Gris,"779403,6","662493,06","428671,98"
camastro-isadora,,,Color,Negro,Tamaño,150 x 70,Color de Tapicería,Sin Tapicería,"469214,4","398832,24","258067,92"
camastro-isadora,,,Color,Negro,Tamaño,180 x 70,Color de Tapicería,Blanco,785400,667590,431970
camastro-isadora,,,Color,Negro,Tamaño,180 x 70,Color de Tapicería,Natural,785400,667590,431970
camastro-isadora,,,Color,Negro,Tamaño,180 x 70,Color de Tapicería,Gris,785400,667590,431970
camastro-isadora,,,Color,Negro,Tamaño,180 x 70,Color de Tapicería,Sin Tapicería,"479187,6","407309,46","263553,18"
camastro-isadora,,,Color,Óxido,Tamaño,70 x 70,Color de Tapicería,Blanco,"399424,8","339511,08","219683,64"
camastro-isadora,,,Color,Óxido,Tamaño,70 x 70,Color de Tapicería,Natural,"399424,8","339511,08","219683,64"
camastro-isadora,,,Color,Óxido,Tamaño,70 x 70,Color de Tapicería,Gris,"399424,8","339511,08","219683,64"
camastro-isadora,,,Color,Óxido,Tamaño,70 x 70,Color de Tapicería,Sin Tapicería,"266500,8","226525,68","146575,44"
camastro-isadora,,,Color,Óxido,Tamaño,150 x 70,Color de Tapicería,Blanco,"708549,6","602267,16","389702,28"
camastro-isadora,,,Color,Óxido,Tamaño,150 x 70,Color de Tapicería,Natural,"708549,6","602267,16","389702,28"
camastro-isadora,,,Color,Óxido,Tamaño,150 x 70,Color de Tapicería,Gris,"708549,6","602267,16","389702,28"
camastro-isadora,,,Color,Óxido,Tamaño,150 x 70,Color de Tapicería,Sin Tapicería,"426559,2","362575,32","234607,56"
camastro-isadora,,,Color,Óxido,Tamaño,180 x 70,Color de Tapicería,Blanco,785400,667590,431970
camastro-isadora,,,Color,Óxido,Tamaño,180 x 70,Color de Tapicería,Natural,785400,667590,431970
camastro-isadora,,,Color,Óxido,Tamaño,180 x 70,Color de Tapicería,Gris,785400,667590,431970
camastro-isadora,,,Color,Óxido,Tamaño,180 x 70,Color de Tapicería,Sin Tapicería,"479187,6","407309,46","263553,18"
camastro-isadora,,,Color,verde,Tamaño,70 x 70,Color de Tapicería,Blanco,"439366,8","373461,78","241651,74"
camastro-isadora,,,Color,verde,Tamaño,70 x 70,Color de Tapicería,Natural,"439366,8","373461,78","241651,74"
camastro-isadora,,,Color,verde,Tamaño,70 x 70,Color de Tapicería,Gris,"439366,8","373461,78","241651,74"
camastro-isadora,,,Color,verde,Tamaño,70 x 70,Color de Tapicería,Sin Tapicería,"293150,4","249177,84","161232,72"
camastro-isadora,,,Color,verde,Tamaño,150 x 70,Color de Tapicería,Blanco,"708549,6","602267,16","389702,28"
camastro-isadora,,,Color,verde,Tamaño,150 x 70,Color de Tapicería,Natural,"708549,6","602267,16","389702,28"
camastro-isadora,,,Color,verde,Tamaño,150 x 70,Color de Tapicería,Gris,"708549,6","602267,16","389702,28"
camastro-isadora,,,Color,verde,Tamaño,150 x 70,Color de Tapicería,Sin Tapicería,"426559,2","362575,32","234607,56"
camastro-isadora,,,Color,verde,Tamaño,180 x 70,Color de Tapicería,Blanco,785400,667590,431970
camastro-isadora,,,Color,verde,Tamaño,180 x 70,Color de Tapicería,Natural,785400,667590,431970
camastro-isadora,,,Color,verde,Tamaño,180 x 70,Color de Tapicería,Gris,785400,667590,431970
camastro-isadora,,,Color,verde,Tamaño,180 x 70,Color de Tapicería,Sin Tapicería,"479187,6","407309,46","263553,18"
camastro-clara,Camastro Clara,Camastros,Color,Blanco,Tamaño,70 x 70,Color de Tapicería,Blanco,"399424,8","339511,08","219683,64"
camastro-clara,,,Color,Blanco,Tamaño,70 x 70,Color de Tapicería,Natural,"399424,8","339511,08","219683,64"
camastro-clara,,,Color,Blanco,Tamaño,70 x 70,Color de Tapicería,Gris,"399424,8","339511,08","219683,64"
camastro-clara,,,Color,Blanco,Tamaño,70 x 70,Color de Tapicería,Sin Tapicería,"266500,8","226525,68","146575,44"
camastro-clara,,,Color,Blanco,Tamaño,150 x 70,Color de Tapicería,Blanco,"708549,6","602267,16","389702,28"
camastro-clara,,,Color,Blanco,Tamaño,150 x 70,Color de Tapicería,Natural,"708549,6","602267,16","389702,28"
camastro-clara,,,Color,Blanco,Tamaño,150 x 70,Color de Tapicería,Gris,"708549,6","602267,16","389702,28"
camastro-clara,,,Color,Blanco,Tamaño,150 x 70,Color de Tapicería,Sin Tapicería,"426559,2","362575,32","234607,56"
camastro-clara,,,Color,Blanco,Tamaño,180 x 70,Color de Tapicería,Blanco,785400,667590,431970
camastro-clara,,,Color,Blanco,Tamaño,180 x 70,Color de Tapicería,Natural,785400,667590,431970
camastro-clara,,,Color,Blanco,Tamaño,180 x 70,Color de Tapicería,Gris,785400,667590,431970
camastro-clara,,,Color,Blanco,Tamaño,180 x 70,Color de Tapicería,Sin Tapicería,"479187,6","407309,46","263553,18"
camastro-clara,,,Color,Negro,Tamaño,70 x 70,Color de Tapicería,Blanco,"399424,8","339511,08","219683,64"
camastro-clara,,,Color,Negro,Tamaño,70 x 70,Color de Tapicería,Natural,"399424,8","339511,08","219683,64"
camastro-clara,,,Color,Negro,Tamaño,70 x 70,Color de Tapicería,Gris,"399424,8","339511,08","219683,64"
camastro-clara,,,Color,Negro,Tamaño,70 x 70,Color de Tapicería,Sin Tapicería,"266500,8","226525,68","146575,44"
camastro-clara,,,Color,Negro,Tamaño,150 x 70,Color de Tapicería,Blanco,"708549,6","602267,16","389702,28"
